Esse é o autocomplete completo da classe Forms.Grid, com base nele, atualize a definição completa da classe.
Note que tem a coluna Suportado Sim/Não, ela indica se conseguimos usar esse membro da classe no projeto, 
se tiver marcado como não, adicione a definição na classe, mas deixe ela marcada para gerar um erro no linter
caso seja usada, pois não teremos suporte à elas ao compilar o projeto.

Cruze os dados com as classes que o grid herda, para não adicionar props que já existem nas classes base

Categoria,Nome,Tipo,Suportado
Property,ClientRect,TRect,Sim
Property,ClientWidth,Integer,Sim
Property,ClientWidth,Integer,Sim
Property,ControlState,(vazio),Não
Property,ControlStyle,(vazio),Não
Property,CurrentPPI,Integer,Sim
Property,DockOrientation,(vazio),Não
Property,ExplicitLeft,Integer,Sim
Property,ExplicitTop,Integer,Sim
Property,ExplicitWidth,Integer,Sim
Property,ExplicitHeight,Integer,Sim
Property,Floating,Boolean,Sim
Property,FloatingDockSiteClass,(vazio),Não
Property,HostDockSite,TWinControl,Sim
Property,LRDockWidth,Integer,Sim
Property,ScaleFactor,Single,Sim
Property,TBDockHeight,Integer,Sim
Property,UndockHeight,Integer,Sim
Property,UndockWidth,Integer,Sim
Property,WindowProc,(vazio),Não
Property,Parent,TWinControl,Sim
Property,ComObject,IInterface,Sim
Property,ComponentCount,Integer,Sim
Property,ComponentIndex,Integer,Sim
Property,ComponentState,(vazio),Não
Property,ComponentStyle,(vazio),Não
Property,DesignInfo,Integer,Sim
Property,Owner,TComponent,Sim
Property,VCLComObject,Pointer,Sim
Property,Observers,(vazio),Não
Property,TabOrder,(vazio),Não
Property,OnGesture,(vazio),Não
Sub,Create,(AOwner As TComponent),Sim
Sub,SetFocus,(),Sim
Function,GetCanvas,() As TCanvas,Sim
Sub,SetCelulas,(ACol As Integer, ARow As Integer, Const pValue As String),Sim
Function,GetCelulas,(ACol As Integer, ARow As Integer) As String,Sim
Sub,SetColWidth,(Const ACol As Integer, Const Value As Integer),Sim
Sub,SetRowHeight,(Const ARow As Integer, Const Value As Integer),Sim
Function,GetColWidth,(Const ACol As Integer) As Integer,Sim
Property,ColWidth,(Const ACol As Integer) As Integer,Sim
Property,RowHeight,Integer,Sim
Property,Cells,(ACol As Integer, ARow As Integer) As String,Sim
Sub,SetColAlignment,(Const ACol As Integer, Const Value As TAlignment),Sim
Function,GetColAlignment,(Const ACol As Integer) As TAlignment,Sim
Property,ColAlignment,(Const ACol As Integer) As TAlignment,Sim
Sub,SetCellColor,(ACol As Integer, ARow As Integer, Const Value As Integer),Sim
Sub,SetFontSize,(Const ACol As Integer, Const ARow As Integer, Const Value As Integer),Sim
Function,GetFontSize,(Const ACol As Integer, Const ARow As Integer) As Integer,Sim
Function,GetCellColor,(Const ACol As Integer, Const ARow As Integer) As Integer,Sim
Property,CellColor,(Const ACol As Integer, Const ARow As Integer) As Integer,Sim
Property,FontSize,(Const ACol As Integer, Const ARow As Integer) As Integer,Sim
Sub,SetFontColor,(ACol As Integer, ARow As Integer, Const Value As Integer),Sim
Function,GetFontColor,(ACol As Integer, ARow As Integer) As Integer,Sim
Property,FontColor,(ACol As Integer, ARow As Integer) As Integer,Sim
Sub,SetFontName,(Const ACol As Integer, Const ARow As Integer, Const Value As UnicodeString),Sim
Property,FontName,(ARow As Integer) As UnicodeString,Sim
Sub,SetMergeCells,(Const ACol As Integer, Const ARow As Integer, Const x As Integer, Const y As Integer),Sim
Sub,RemoveRows,(RowIndex As Integer, RCount As Integer),Sim
Sub,RemoveCols,(ColIndex As Integer, CCount As Integer),Sim
Sub,DeleteRow,(ARow As Longint),Sim
Sub,DeleteColumn,(ACol As Longint),Sim
Sub,RemoveSelectedRows,(),Sim
Sub,RemoveUnselectedRows,(),Sim
Sub,ClearNormalCells,(),Sim
Sub,LoadFromXLS,(Filename As UnicodeString),Sim
Function,RealRowIndex,(ARow As Integer) As Integer,Sim
Function,RealColIndex,(ACol As Integer) As Integer,Sim
Function,DisplRowIndex,(ARow As Integer) As Integer,Sim
Function,DisplColIndex,(ACol As Integer) As Integer,Sim
Function,ColumnPosition,(ACol As Integer) As Integer,Sim
Function,ColumnAtPosition,(ACol As Integer) As Integer,Sim
Function,ColumnByHeader,(AValue As UnicodeString) As Integer,Sim
Function,UnSortedRowIndex,(ARow As Integer) As Integer,Sim
Function,SortedRowIndex,(ARow As Integer) As Integer,Sim
Function,GetRealCol,() As Integer,Sim
Function,GetRealRow,() As Integer,Sim
Function,GetRowEx,() As Integer,Sim
Sub,SetRowEx,(Const Value As Integer),Sim
Function,GetTopRowEx,() As Integer,Sim
Sub,SetTopRowEx,(Const Value As Integer),Sim
Sub,ScreenToCell,(pt As TPoint, ByRef ACol As Integer, ByRef ARow As Integer),Sim
Sub,HideSelection,(),Sim
Sub,UnHideSelection,(),Sim
Function,IsSelectionHidden,() As Boolean,Sim
Sub,NextEdit,(ACol As Integer, ARow As Integer, AForward As Boolean = True),Sim
Sub,UpdateEditMode,(),Sim
Sub,UpdateFooter,(),Sim
Sub,UpdateSearchPanel,(),Sim
Sub,ScrollInView,(ColIndex As Integer, RowIndex As Integer, pPosiotn As TScrollPosition = spMiddle),Sim
Sub,MoveRow,(FromIndex As Integer, ToIndex As Integer),Sim
Sub,MoveRows,(FromIndex As Integer, ToIndex As Integer, RCount As Integer),Sim
Sub,MoveColumn,(FromIndex As Integer, ToIndex As Integer),Sim
Sub,SwapRows,(ARow1 As Integer, ARow2 As Integer),Sim
Sub,SortSwapRows,(ARow1 As Integer, ARow2 As Integer),Sim
Sub,ColorRect,(ACol1 As Integer, ARow1 As Integer, ACol2 as Integer, aRow2 As Itneger, aColor As INteger),Sim
Sub,ClearRect,(ACol1 As Integer, ARow1 As Integer, ACol2 as Integer, aRow2 As Itneger),Sim
Sub,ClearRect,(ARect As TRect ),Não
Sub,Clear,(),Sim
Sub,ClearAll,(),Sim
Sub,ClearRows,(RowIndex As Integer, RCount As Integer),Sim
Sub,ClearCols,(ColIndex As Integer, CCount As Integer),Sim
Sub,ClearNormalRows,(RowIndex As Integer, RCount As Integer),Sim
Sub,ClearNormalCols,(ColIndex As Integer, CCount As Integer),Sim
Sub,ClearSelection,(),Sim
Sub,ClearRowSelect,(),Sim
Sub,ClearColSelect,(),Sim
Sub,TrimRect,(ACol1 As Integer, ARow1 As Integer, ACol2 As INteger, ARow2 As Integer),Sim
Sub,TrimColumn,(ACol As Integer),Sim
Sub,TrimRow,(ARow As Integer),Sim
Sub,TrimAll,(),Sim
Sub,EditCell,(ACol As Integer, ARow As Integer),Sim
Sub,FocusCell,(ACol As Integer, ARow As Integer),Sim
Sub,GotoCell,(ACol As Integer, ARow As Integer),Sim
Sub,LaunchEdit,(ACol As Integer, ARow As Integer),Sim
Sub,SwapCells,(FromCell As Integer , ToCell As Integer),Não
Sub,SelectAll,(),Sim
Sub,SelectRows,(RowIndex As Integer, RCount As Integer),Sim
Sub,UnSelectRows,(RowIndex As Integer, RCount As Integer),Sim
Sub,SelectCols,(ColIndex As Integer, CCount As Integer),Sim
Sub,UnSelectCols,(ColIndex As Integer, CCount As Integer),Sim
Sub,SelectRange,(FromCol As Integer, ToCol As Integer, FromRow As Itneger, ToRow As Integer),Sim
Sub,ClearSelectedCells,(),Sim
Sub,ClearModifiedRows,(),Sim
Function,ModifiedRowCount,() As Integer,Sim
Sub,AddColumn,(),Sim
Sub,HideColumn,(Colindex As Integer),Sim
Sub,HideColumns,(FromCol As Integer, ToCol As Integer),Sim
Sub,UnHideColumn,(Colindex As Integer),Sim
Sub,UnHideColumns,(FromCol As Integer, ToCol As Integer),Sim
Sub,UnHideColumnsAll,(),Sim
Function,IsHiddenRow,(Rowindex As Integer) As Boolean,Sim
Function,IsHiddenColumn,(Colindex As Integer) As Boolean,Sim
Sub,AddRow,(),Sim
Sub,HideRow,(Rowindex As Integer),Sim
Function,TotalRowCount,() As Integer,Sim
Function,TotalColCount,() As Integer,Sim
Sub,HideRows,(FromRow As Integer, ToRow As Integer),Sim
Sub,HideSelectedRows,(),Sim
Sub,HideUnselectedRows,(),Sim
Sub,UnHideRow,(Rowindex As Integer),Sim
Sub,UnHideRows,(FromRow As Integer, ToRow As Integer),Sim
Sub,BeginUpdate,(),Sim
Sub,EndUpdate,(),Sim
Sub,ExportToExcel,(Const FilePath As UnicodeString),Sim
Sub,ExportToJson,(Const FilePath As UnicodeString),Sim
Sub,ExportToXml,(Const FilePath As UnicodeString),Sim
Sub,ExportToTxt,(Const FilePath As UnicodeString, Const delimitador As UnicodeString),Sim
Sub,ExportToCsv,(Const FilePath As UnicodeString, Const delimitador As UnicodeString),Sim
Function,GetEditorLink,() As GridEditorLink,Sim
Function,_GetParent,() As TWinControl,Sim
Sub,_SetParent,(Value As TWinControl),Sim
Sub,Create,(),Sim
Sub,Destroy,(),Sim
Sub,Free,(),Sim
Function,ClassName,() As ShortString,Sim
Function,ClassType,() As TClass,Sim
Function,ClassParent,() As TClass,Sim
Function,InstanceSize,() As Integer,Sim
Function,SafeCallException,(ExceptObject As TObject, ExpectAddr AS Pointer) As HRESULT,Sim
Sub,AfterConstruction,(),Sim
Sub,BeforeDestruction,(),Sim
Sub,Dispatch,(ByRef Message As PVOID),Sim
Sub,DefaultHandler,(ByRef Message As PVOID),Sim
Function,NewInstance,() As TObject,Sim
Sub,FreeInstance,(),Sim
Function,ToString,() As UnicodeString,Sim
Function,Equals,(Obj As TObject) As Boolean,Sim
Function,GetHashCode,() As Integer,Sim
Function,FieldAddress,(Name As ShortString) As Pointer,Sim
Function,InheritsFrom,(AClass As TClass) As Boolean,Sim
Function,MethodAddress,(Name As ShortString) As Pointer,Sim
Function,MethodName,(Address As Pointer) As ShortString,Sim
